time,gpu_memory_usage,model
2100.278647,67.27,PNbefore
2130.279247,40.13,PNbefore
2190.280384,66.73,PNbefore
2220.280928,71.33,PNbefore
2250.281508,66.6,PNbefore
2280.282103,67.8,PNbefore
2310.282664,68.4,PNbefore
2340.283264,67.87,PNbefore
2370.283833,69.13,PNbefore
2400.284406,67.4,PNbefore
2430.284977,68.8,PNbefore
2460.285755,61.47,PNbefore
2490.286519,68.4,PNbefore
2520.287069,66.87,PNbefore
2550.287891,59.93,PNbefore
2580.288696,68.27,PNbefore
2610.289352,69.6,PNbefore
2640.289947,67.8,PNbefore
2670.290534,69.27,PNbefore
2700.291115,70.13,PNbefore
2730.291692,66.93,PNbefore
2760.29225,67.47,PNbefore
2790.292847,64.33,PNbefore
2820.293616,64.27,PNbefore
2850.294356,68.8,PNbefore
2880.294914,64.6,PNbefore
2910.295616,71.07,PNbefore
2940.296396,68.33,PNbefore
2970.29704,67.8,PNbefore
3000.297514,67.2,PNbefore
3030.298028,69.2,PNbefore
3060.298566,67.2,PNbefore
3090.299123,62.2,PNbefore
3120.299696,68.87,PNbefore
3150.300239,69.2,PNbefore
3180.300767,9.87,PNbefore
3210.301291,34.13,PNbefore
3240.301843,67.0,PNbefore
3270.302404,69.07,PNbefore
3300.302951,69.27,PNbefore
3330.303491,67.6,PNbefore
3360.304093,67.87,PNbefore
3390.304692,69.8,PNbefore
3420.305254,68.2,PNbefore
3450.305829,64.4,PNbefore
3480.306507,69.33,PNbefore
3510.307341,69.67,PNbefore
3540.308096,68.07,PNbefore
3570.308774,62.67,PNbefore
3600.309805,68.27,PNbefore
3630.310332,67.93,PNbefore
3660.310848,67.13,PNbefore
3690.311603,66.93,PNbefore
3720.312436,65.07,PNbefore
3750.313146,68.4,PNbefore
3780.313671,69.13,PNbefore
3810.314208,68.27,PNbefore
3840.314781,68.27,PNbefore
3870.315362,69.33,PNbefore
3900.315922,63.13,PNbefore
3930.316524,68.93,PNbefore
3960.317134,67.73,PNbefore
3990.31771,70.2,PNbefore
4020.318242,70.67,PNbefore
4050.318991,69.07,PNbefore
4080.319624,65.8,PNbefore
4110.320219,62.6,PNbefore
4140.32082,68.33,PNbefore
4170.321398,68.67,PNbefore
4200.321991,40.93,PNbefore
4230.322535,4.93,PNbefore
4260.323122,64.53,PNbefore
4290.323887,68.6,PNbefore
4320.324707,67.73,PNbefore
4350.325491,69.67,PNbefore
4380.326307,64.0,PNbefore
4410.327179,67.73,PNbefore
4440.327864,67.4,PNbefore
4470.32857,65.07,PNbefore
4500.329427,59.4,PNbefore
4530.330119,67.8,PNbefore
4560.330882,69.0,PNbefore
4590.331824,68.53,PNbefore
4620.332528,66.93,PNbefore
4650.33332,68.93,PNbefore
4680.333987,66.93,PNbefore
4710.334728,66.2,PNbefore
4740.335329,55.67,PNbefore
4770.335896,67.67,PNbefore
4800.336465,61.13,PNbefore
4830.337037,68.07,PNbefore
4860.337744,66.87,PNbefore
4890.33835,67.93,PNbefore
4920.339106,68.07,PNbefore
4950.339718,67.0,PNbefore
4980.340236,66.4,PNbefore
5010.340751,68.67,PNbefore
5040.341283,66.07,PNbefore
5070.341846,66.53,PNbefore
5100.342408,66.8,PNbefore
5130.34294,66.47,PNbefore
5160.343492,69.27,PNbefore
5190.344019,68.27,PNbefore
5220.344575,68.33,PNbefore
5250.345144,9.73,PNbefore
5280.345688,23.47,PNbefore
5310.346221,69.2,PNbefore
5340.346772,68.33,PNbefore
5370.347296,70.53,PNbefore
5400.347983,69.27,PNbefore
5430.348853,68.67,PNbefore
5460.349697,69.6,PNbefore
5490.350416,67.27,PNbefore
5520.351166,68.87,PNbefore
5550.352086,68.87,PNbefore
5580.352796,68.2,PNbefore
5610.353342,63.53,PNbefore
5640.353889,69.4,PNbefore
5670.354424,69.27,PNbefore
5700.354986,67.8,PNbefore
5730.355596,66.07,PNbefore
5760.356206,65.87,PNbefore
5820.357329,70.67,PNbefore
5850.357909,70.13,PNbefore
5880.358448,68.93,PNbefore
5910.359295,67.13,PNbefore
5940.360223,60.53,PNbefore
5970.361257,66.8,PNbefore
6000.362212,68.53,PNbefore
6030.362938,66.73,PNbefore
6060.363529,69.13,PNbefore
6090.364079,70.27,PNbefore
6120.364689,66.6,PNbefore
6150.365625,70.2,PNbefore
6180.366735,70.53,PNbefore
6210.367645,68.6,PNbefore
6240.368488,66.93,PNbefore
6270.369589,46.73,PNbefore
6330.370741,55.6,PNbefore
6360.371313,67.8,PNbefore
6390.371897,68.47,PNbefore
6420.372667,68.87,PNbefore
6480.374136,67.87,PNbefore
6540.375111,72.93,PNbefore
6570.375843,68.33,PNbefore
6600.376579,72.53,PNbefore
6630.377147,67.6,PNbefore
6660.377717,70.87,PNbefore
6690.378239,66.27,PNbefore
6720.378818,68.33,PNbefore
6750.379365,65.6,PNbefore
6780.379949,69.6,PNbefore
6810.380695,68.53,PNbefore
6840.381436,61.0,PNbefore
6870.382002,69.67,PNbefore
6900.382725,68.73,PNbefore
6930.383521,69.87,PNbefore
6960.384281,70.33,PNbefore
6990.385055,64.93,PNbefore
7020.385826,64.73,PNbefore
7050.386603,68.47,PNbefore
7080.387348,67.47,PNbefore
7110.387857,67.27,PNbefore
7140.388435,67.6,PNbefore
7170.389015,68.87,PNbefore
7200.389578,71.2,PNbefore
7230.390159,67.73,PNbefore
7260.390704,69.6,PNbefore
7290.391315,70.0,PNbefore
7320.391861,68.2,PNbefore
7350.392409,29.87,PNbefore
7380.392964,20.13,PNbefore
7410.393512,69.27,PNbefore
7440.394564,63.87,PNbefore
7470.395342,66.27,PNbefore
7500.395914,66.2,PNbefore
7530.39651,68.27,PNbefore
7560.39712,68.87,PNbefore
7590.397911,72.07,PNbefore
7620.398492,67.93,PNbefore
7650.399088,69.07,PNbefore
7680.399691,64.73,PNbefore
7710.400327,68.07,PNbefore
7740.400969,67.4,PNbefore
7770.401661,67.4,PNbefore
7800.402456,68.27,PNbefore
7830.403014,69.2,PNbefore
7860.40361,70.33,PNbefore
7890.404223,62.0,PNbefore
7920.405015,67.33,PNbefore
7950.406078,69.2,PNbefore
7980.40694,65.0,PNbefore
8010.407743,66.67,PNbefore
8040.408655,67.8,PNbefore
8070.409534,71.33,PNbefore
8100.410255,71.13,PNbefore
8130.410826,69.13,PNbefore
8160.411431,67.07,PNbefore
8190.412027,66.33,PNbefore
8220.412905,66.33,PNbefore
8250.413571,68.8,PNbefore
8280.414164,67.47,PNbefore
8310.414901,69.87,PNbefore
8340.415801,67.8,PNbefore
8370.416474,54.53,PNbefore
8428.600484,3.13,PNbefore
8541.583618,10.6,PNbefore
8571.5842,61.87,PNbefore
8601.584799,65.67,PNbefore
8631.585373,67.8,PNbefore
8661.58595,65.13,PNbefore
8691.586542,62.93,PNbefore
8721.587112,63.53,PNbefore
8751.58768,65.47,PNbefore
8781.588507,43.47,PNbefore
8811.589239,65.33,PNbefore
8841.589775,64.93,PNbefore
8871.590347,67.8,PNbefore
8901.591083,64.27,PNbefore
8931.591825,61.4,PNbefore
8961.592661,68.8,PNbefore
8991.593425,61.2,PNbefore
9021.594011,64.93,PNbefore
9051.594719,68.27,PNbefore
9081.595273,64.93,PNbefore
9111.595839,67.13,PNbefore
9141.596413,61.67,PNbefore
9171.596981,63.27,PNbefore
9201.597836,66.07,PNbefore
9231.598646,65.73,PNbefore
9261.599219,59.87,PNbefore
9291.599979,65.47,PNbefore
9321.600954,65.47,PNbefore
9351.601723,64.8,PNbefore
9381.602308,66.67,PNbefore
9411.602877,63.93,PNbefore
9441.603446,22.0,PNbefore
61.132072,4.73,PNafter
91.132639,58.2,PNafter
121.133184,69.13,PNafter
151.133758,69.07,PNafter
181.134467,70.07,PNafter
211.135385,69.2,PNafter
241.136344,69.47,PNafter
271.137136,69.87,PNafter
301.137731,61.4,PNafter
331.138298,60.87,PNafter
361.139027,69.87,PNafter
391.140132,67.4,PNafter
421.140764,71.67,PNafter
451.14156,71.07,PNafter
481.14247,70.67,PNafter
511.143326,70.13,PNafter
541.144087,67.27,PNafter
571.144791,70.27,PNafter
601.145545,67.73,PNafter
631.146267,70.93,PNafter
661.146974,69.87,PNafter
691.147559,66.67,PNafter
721.148099,67.27,PNafter
751.148667,69.33,PNafter
781.14954,66.67,PNafter
811.150458,64.27,PNafter
841.151145,71.67,PNafter
871.151684,72.27,PNafter
901.152228,66.4,PNafter
931.152754,69.27,PNafter
961.153297,71.4,PNafter
991.153886,69.2,PNafter
1021.154698,32.8,PNafter
1051.155276,0.0,PNafter
1081.155996,0.0,PNafter
1111.156743,41.67,PNafter
1141.15728,72.8,PNafter
1171.157821,71.8,PNafter
1201.158359,69.47,PNafter
1231.158923,69.13,PNafter
1261.159475,71.93,PNafter
1291.160154,70.93,PNafter
1321.160922,69.4,PNafter
1351.161469,70.13,PNafter
1381.162019,70.33,PNafter
1411.162579,71.0,PNafter
1441.163334,66.6,PNafter
1471.164037,69.0,PNafter
1501.164606,61.93,PNafter
1531.165148,71.13,PNafter
1561.165699,67.4,PNafter
1591.166448,66.47,PNafter
1621.167168,70.53,PNafter
1651.167725,69.2,PNafter
1681.168504,69.27,PNafter
1711.169269,70.73,PNafter
1741.16984,69.13,PNafter
1771.170389,71.6,PNafter
1801.170969,69.8,PNafter
1831.171779,70.73,PNafter
1861.172523,71.0,PNafter
1891.173079,66.8,PNafter
1921.173683,72.6,PNafter
1951.174645,69.47,PNafter
1981.175447,68.67,PNafter
2011.176077,70.33,PNafter
2041.176617,27.33,PNafter
2071.177145,5.2,PNafter
2101.177908,68.93,PNafter
2131.178732,70.8,PNafter
2161.179512,69.73,PNafter
2191.180293,72.13,PNafter
2221.181007,68.8,PNafter
2251.181771,67.13,PNafter
2281.182488,69.07,PNafter
2311.183222,68.13,PNafter
2341.184072,69.07,PNafter
2371.184621,68.33,PNafter
2401.185399,71.13,PNafter
2431.186185,69.8,PNafter
2461.186956,70.0,PNafter
2491.187536,71.87,PNafter
2521.188334,70.47,PNafter
2551.189303,66.27,PNafter
2581.190127,71.13,PNafter
2611.190663,70.53,PNafter
2641.191202,66.13,PNafter
2671.191791,69.8,PNafter
2701.192747,70.2,PNafter
2731.193526,69.0,PNafter
2761.194144,66.07,PNafter
2791.194707,65.93,PNafter
2821.195278,69.2,PNafter
2851.195849,64.07,PNafter
2881.196576,69.53,PNafter
2911.197306,69.2,PNafter
2941.198091,68.13,PNafter
2971.198944,69.2,PNafter
3001.199508,62.13,PNafter
3031.200263,0.0,PNafter
3061.200964,50.87,PNafter
3091.201765,69.0,PNafter
3121.20269,70.33,PNafter
3151.203451,68.6,PNafter
3181.204137,70.33,PNafter
3211.204876,69.4,PNafter
3241.205493,68.8,PNafter
3271.206309,70.07,PNafter
3301.207125,69.27,PNafter
3331.207672,71.47,PNafter
3361.20841,70.47,PNafter
3391.209152,64.4,PNafter
3421.209745,70.67,PNafter
3451.210316,68.53,PNafter
3481.211047,69.2,PNafter
3511.211785,66.33,PNafter
3541.212445,68.47,PNafter
3571.213139,69.53,PNafter
3601.213749,64.47,PNafter
3631.214299,69.4,PNafter
3661.215017,69.27,PNafter
3691.215742,65.0,PNafter
3721.216288,69.87,PNafter
3751.21686,69.73,PNafter
3781.217399,69.4,PNafter
3811.218137,64.6,PNafter
3841.218897,69.13,PNafter
3871.219549,70.07,PNafter
3901.220172,71.27,PNafter
3931.220772,69.27,PNafter
3961.221346,69.53,PNafter
3991.22189,19.13,PNafter
4021.222458,9.13,PNafter
4051.223157,68.13,PNafter
4081.223835,72.2,PNafter
4111.224637,70.4,PNafter
4141.225364,67.53,PNafter
4171.225911,69.33,PNafter
4201.226786,69.47,PNafter
4231.227781,69.07,PNafter
4261.228341,65.27,PNafter
4291.228862,69.67,PNafter
4321.22964,70.33,PNafter
4351.230381,66.0,PNafter
4381.231103,70.33,PNafter
4411.231658,69.4,PNafter
4441.232304,68.53,PNafter
4471.233047,63.8,PNafter
4501.23377,70.0,PNafter
4531.234563,70.0,PNafter
4561.235135,69.4,PNafter
4591.235657,70.07,PNafter
4621.236186,70.27,PNafter
4651.236722,67.67,PNafter
4681.237235,70.6,PNafter
4711.237763,70.33,PNafter
4741.238345,70.0,PNafter
4771.238888,69.07,PNafter
4801.239451,68.73,PNafter
4831.24015,69.87,PNafter
4861.24088,70.8,PNafter
4891.241488,70.2,PNafter
4921.242208,69.33,PNafter
4951.242726,56.2,PNafter
4981.24328,0.0,PNafter
5011.243813,32.13,PNafter
5041.244402,69.07,PNafter
5071.244998,70.0,PNafter
5101.245599,69.8,PNafter
5131.246155,69.07,PNafter
5161.2467,70.33,PNafter
5191.247259,70.47,PNafter
5221.247794,68.87,PNafter
5251.248337,68.53,PNafter
5281.248887,68.93,PNafter
5311.249461,65.47,PNafter
5341.250038,73.07,PNafter
5371.250631,70.2,PNafter
5401.251159,70.67,PNafter
5431.251747,69.33,PNafter
5461.252449,69.87,PNafter
5491.253104,69.53,PNafter
5521.253818,66.47,PNafter
5551.254565,70.13,PNafter
5581.255294,69.27,PNafter
5611.256092,71.13,PNafter
5641.256876,70.13,PNafter
5671.25747,70.2,PNafter
5701.258203,69.93,PNafter
5731.258768,70.73,PNafter
5761.259438,69.87,PNafter
5791.259994,70.33,PNafter
5821.260714,69.6,PNafter
5851.261419,69.0,PNafter
5881.261977,69.67,PNafter
5911.262577,65.93,PNafter
5941.263166,33.0,PNafter
5971.263857,5.13,PNafter
6031.265027,70.53,PNafter
6061.265709,73.07,PNafter
6091.26624,70.73,PNafter
6121.266838,69.67,PNafter
6151.26763,69.4,PNafter
6181.268318,67.73,PNafter
6211.268859,69.8,PNafter
6241.269541,71.2,PNafter
6271.27027,70.53,PNafter
6301.270996,70.93,PNafter
6331.271601,69.07,PNafter
6361.272139,70.0,PNafter
6391.272826,71.6,PNafter
6421.27351,69.4,PNafter
6451.27405,68.27,PNafter
6481.274604,66.2,PNafter
6511.275154,69.2,PNafter
6541.275757,70.13,PNafter
6601.276683,69.87,PNafter
6631.277222,70.0,PNafter
6661.277784,69.67,PNafter
6691.278514,67.13,PNafter
6721.279225,65.47,PNafter
6751.279952,70.53,PNafter
6781.280657,69.8,PNafter
6811.281208,70.2,PNafter
6841.281752,70.73,PNafter
6871.282508,69.93,PNafter
6901.283336,69.53,PNafter
6931.283951,54.27,PNafter
6961.284547,0.0,PNafter
6991.285088,42.53,PNafter
7021.285816,69.27,PNafter
7051.286607,66.6,PNafter
7081.287365,69.53,PNafter
7111.288324,69.2,PNafter
7141.289029,66.93,PNafter
7171.289769,68.4,PNafter
7201.290483,70.27,PNafter
7231.291021,67.4,PNafter
7261.291544,72.07,PNafter
7291.292261,70.53,PNafter
7321.293091,70.2,PNafter
7351.29376,71.8,PNafter
7381.294525,68.93,PNafter
7411.295196,69.87,PNafter
7441.296097,70.8,PNafter
7471.296883,70.2,PNafter
7501.297473,70.8,PNafter
7531.297994,70.87,PNafter
7561.298748,65.0,PNafter
7591.299645,70.93,PNafter
7621.300189,71.33,PNafter
7651.300768,65.2,PNafter
7681.301515,70.73,PNafter
7711.302302,69.47,PNafter
7741.302894,71.87,PNafter
7771.303468,67.07,PNafter
7801.304003,70.4,PNafter
7831.304536,70.6,PNafter
7861.305238,72.0,PNafter
7891.306024,70.6,PNafter
7921.306562,14.0,PNafter
7951.307102,9.13,PNafter
7981.307807,69.4,PNafter
8011.308649,68.53,PNafter
8041.309206,70.73,PNafter
8071.309983,69.93,PNafter
8101.310681,69.33,PNafter
8161.311969,69.27,PNafter
8191.312719,71.4,PNafter
8221.313321,69.73,PNafter
8251.314056,69.33,PNafter
8281.314785,70.67,PNafter
8311.315505,65.8,PNafter
8341.316249,70.4,PNafter
8371.317756,71.0,PNafter
8401.318451,70.27,PNafter
8431.319094,66.13,PNafter
8461.319663,71.4,PNafter
8521.321153,69.33,PNafter
8551.32178,69.67,PNafter
8581.322337,72.53,PNafter
8611.322898,66.2,PNafter
8641.323434,64.33,PNafter
8671.323985,70.27,PNafter
8701.32454,69.53,PNafter
8731.325236,70.6,PNafter
8761.325919,72.4,PNafter
8791.326572,70.53,PNafter
8821.327193,69.2,PNafter
8851.32774,70.67,PNafter
8881.328345,42.27,PNafter
8911.329084,0.0,PNafter
8941.329797,41.53,PNafter
8971.330355,67.4,PNafter
9001.330931,69.6,PNafter
9031.331529,70.13,PNafter
9061.332104,71.4,PNafter
9091.332639,70.93,PNafter
9121.333363,70.33,PNafter
9151.334047,67.47,PNafter
9181.334783,70.87,PNafter
9211.335735,69.27,PNafter
9241.33648,69.27,PNafter
9271.337181,67.2,PNafter
9301.33774,71.27,PNafter
9331.338276,69.93,PNafter
9361.338806,71.27,PNafter
9391.339372,67.0,PNafter
9421.339911,71.2,PNafter
9451.340453,70.0,PNafter
9481.341013,69.53,PNafter
9511.341613,68.8,PNafter
9541.342156,69.8,PNafter
9571.342705,70.53,PNafter
9601.343255,72.33,PNafter
9631.343802,64.47,PNafter
9661.344324,67.8,PNafter
9691.344997,67.07,PNafter
9721.345892,69.13,PNafter
9751.346616,68.93,PNafter
9781.347291,69.07,PNafter
9811.347851,69.73,PNafter
9841.348457,69.53,PNafter
9871.349071,10.07,PNafter
9901.349623,13.27,PNafter
9931.350231,60.8,PNafter
9961.35086,69.8,PNafter
9991.351421,70.13,PNafter
10021.352005,64.87,PNafter
10051.352718,69.07,PNafter
10081.353456,71.07,PNafter
10111.354018,65.4,PNafter
10141.354617,64.6,PNafter
10171.355193,70.87,PNafter
10201.355802,69.07,PNafter
10231.356392,62.67,PNafter
10261.356925,70.67,PNafter
10321.358452,68.13,PNafter
10351.359308,69.67,PNafter
10381.359906,70.2,PNafter
10411.360462,70.0,PNafter
10441.361045,69.13,PNafter
10471.361802,69.8,PNafter
10501.362532,69.67,PNafter
10531.363193,70.87,PNafter
10561.363777,70.6,PNafter
10591.364329,70.0,PNafter
10621.364871,70.67,PNafter
10681.365935,69.53,PNafter
10711.366461,72.2,PNafter
10741.367028,42.27,PNafter
10771.367659,0.0,PNafter
10801.368292,0.0,PNafter
10831.368879,0.0,PNafter
10856.594283,0.0,PNafter
